firm_id,list_year,fiscal_year,rank,tie,state,revenue_usd,residential_installs,commercial_installs,employees,pct_rmr,rev_per_employee_usd,revenue_band,years_in_business,business_outlook,verified_by_publisher,outlier_excluded_from_excl_metrics
F0067,2013,2012,60,N,CA,3201751,130,,14,,228696,d. $3M-5M,15,Up 15%,Y,N
F0179,2013,2012,61,N,TX,3200000,75,,15,,213333,d. $3M-5M,13,Up 25%,Y,N
F0180,2013,2012,61,N,OH,3200000,500,,15,,213333,d. $3M-5M,10,Up 15%,Y,N
F0046,2013,2012,63,N,TX,3174344,59,,21,,151159,d. $3M-5M,29,Up 20%,Y,N
F0084,2013,2012,64,N,TX,3165242,140,,24,,131885,d. $3M-5M,23,Up 50%,Y,N
F0070,2013,2012,65,N,IN,3056587,141,,21,,145552,d. $3M-5M,14,Up 10%,Y,N
F0112,2013,2012,66,N,IL,3026721,90,,16,,189170,d. $3M-5M,20,Up 20%,Y,N
F0143,2013,2012,67,N,CA,2964000,1600,,25,,118560,c. $2M-3M,15,Up 5%,Y,N
F0036,2013,2012,68,N,AZ,2823101,900,,25,,112924,c. $2M-3M,18,Up 25%,Y,N
F0139,2013,2012,69,N,OH,2800000,200,,18,,155556,c. $2M-3M,58,Up 15%,Y,N
F0164,2013,2012,70,N,NJ,2730000,650,,15,,182000,c. $2M-3M,34,Flat,Y,N
F0062,2013,2012,71,N,NJ,2700000,125,,11,,245455,c. $2M-3M,29,Up 15%,Y,N
F0094,2013,2012,72,N,CA,2674300,61,,8,,334288,c. $2M-3M,9,Up 35%,Y,N
F0181,2013,2012,73,N,VA,2670000,926,,23,,116087,c. $2M-3M,10,Up 45%,Y,N
F0182,2013,2012,74,N,TX,2665000,200,,20,,133250,c. $2M-3M,36,Up 8%,Y,N
F0114,2013,2012,75,N,NV,2650000,35,,14,,189286,c. $2M-3M,11,Up 10%,Y,N
F0113,2013,2012,76,N,NV,2613750,40,,30,,87125,c. $2M-3M,15,N/A,Y,N
F0064,2013,2012,77,N,CA,2550461,92,,6,,425077,c. $2M-3M,19,Up 10%,Y,N
F0183,2013,2012,78,N,NV,2550000,42,,10,,255000,c. $2M-3M,10,Up 10%,Y,N
F0111,2013,2012,79,N,CA,2537023,200,,15,,169135,c. $2M-3M,33,Up 10%,Y,N
F0184,2013,2012,80,N,CO,2516958,45,,15,,167797,c. $2M-3M,25,Up 5%,Y,N
F0168,2013,2012,81,N,TX,2507587,40,,10,,250759,c. $2M-3M,14,Up 25%,Y,N
F0185,2013,2012,82,N,CA,2500000,20,,9,,277778,c. $2M-3M,51,Up 8%,Y,N
F0085,2013,2012,82,N,?Okla.,2500000,150,,10,,250000,c. $2M-3M,24,Down 20%,Y,N
F0077,2013,2012,84,N,NY,2480000,180,,22,,112727,c. $2M-3M,76,Flat,Y,N
F0072,2013,2012,85,N,AZ,2446423,30,,12,,203869,c. $2M-3M,12,Up 15%,Y,N
F0059,2013,2012,86,N,IL,2400000,1000,,22,,109091,c. $2M-3M,18,Up 20%,Y,N
F0061,2013,2012,87,N,OR,2357200,307,,18,,130956,c. $2M-3M,29,Up 5%,Y,N
F0163,2013,2012,88,N,SC,2307000,55,,18,,128167,c. $2M-3M,11,Up 25%,Y,N
F0147,2013,2012,89,N,TX,2235371,60,,12,,186281,c. $2M-3M,9,Up 15%,Y,N
F0082,2013,2012,90,N,IN,2203330,252,,18,,122407,c. $2M-3M,26,Up 10%,Y,N
F0115,2013,2012,91,N,WA,2160087,197,,12,,180007,c. $2M-3M,7,Up 10%,Y,N
F0093,2013,2012,92,N,MA,2156078,50,,12,,179673,c. $2M-3M,11,Up 5%,Y,N
F0166,2013,2012,93,N,MA,2112767,82,,10,,211277,c. $2M-3M,17,Up 10%,Y,N
F0186,2013,2012,94,N,MD,2110000,200,,11,,191818,c. $2M-3M,3,Up 22%,Y,N
F0079,2013,2012,95,N,FL,2100000,129,,10,,210000,c. $2M-3M,9,Up 10%,Y,N
F0187,2013,2012,96,N,AZ,2036833,60,,6,,339472,c. $2M-3M,8,Up 5%,Y,N
F0123,2013,2012,97,N,LA,2023953,32,,6,,337326,c. $2M-3M,10,Up 15%,Y,N
F0118,2013,2012,98,N,AZ,2010000,135,,17,,118235,c. $2M-3M,18,Up 20%,Y,N
F0150,2013,2012,99,N,AZ,2005697,156,,10,,200570,c. $2M-3M,16,Up 20%,Y,N
F0024,2013,2012,100,N,NY,2000000,140,,30,,66667,c. $2M-3M,20,Flat,Y,N
F0153,2014,2013,1,N,MN,755600000,128450,,155500,,4859,g. $25M+,48,,Y,Y
F0135,2014,2013,2,N,UT,305553000,143861,,5100,,59912,g. $25M+,15,,Y,Y
F0131,2014,2013,3,N,FL,124800000,78000,,17000,,7341,g. $25M+,140,,Y,Y
F0188,2014,2013,4,N,CA,67001848,668,,331,,202423,g. $25M+,17,,Y,N
F0001,2014,2013,5,N,PA,29463247,25860,,297,,99203,g. $25M+,63,,Y,Y
F0004,2014,2013,6,N,CA,26350765,2200,,70,,376440,g. $25M+,33,,Y,N
F0003,2014,2013,7,N,NY,22000000,250,,100,,220000,f. $10M-25M,38,,Y,N
F0005,2014,2013,8,N,NY,17849116,100,,60,,297485,f. $10M-25M,37,,Y,N
F0171,2014,2013,9,N,PA,15000000,50,,40,,375000,f. $10M-25M,14,,Y,N
F0010,2014,2013,10,N,NY,13010563,160,,46,,282838,f. $10M-25M,32,,Y,N
F0007,2014,2013,11,N,FL,12107700,577,,90,,134530,f. $10M-25M,27,,Y,N
F0189,2014,2013,12,N,CA,11200000,188,,80,,140000,f. $10M-25M,25,,Y,N
F0037,2014,2013,13,N,?N.H.,9603000,100,,39,,246231,e. $5M-10M,10,,Y,N
F0022,2014,2013,14,N,PA,8680000,1997,,80,,108500,e. $5M-10M,36,,Y,N
F0050,2014,2013,15,N,FL,8500000,150,,80,,106250,e. $5M-10M,2,,Y,N
F0006,2014,2013,16,N,CA,8400000,7000,,175,,48000,e. $5M-10M,15,,Y,N
F0141,2014,2013,16,N,FL,8400000,2000,,65,,129231,e. $5M-10M,20,,Y,N
F0157,2014,2013,18,N,FL,7500000,50,,25,,300000,e. $5M-10M,17,,Y,N
F0145,2014,2013,19,N,FL,7439146,2256,,71,,104777,e. $5M-10M,11,,Y,N
F0029,2014,2013,20,N,AZ,7218568,2419,,39,,185091,e. $5M-10M,13,,Y,N
F0025,2014,2013,21,N,NY,7000000,84,,19,,368421,e. $5M-10M,27,,Y,N
F0138,2014,2013,22,N,CA,6840000,150,,17,,402353,e. $5M-10M,16,,Y,N
F0065,2014,2013,23,N,IL,6486211,302,,19,,341380,e. $5M-10M,15,,Y,N
F0155,2014,2013,24,N,TX,6444426,150,,38,,169590,e. $5M-10M,8,,Y,N
F0034,2014,2013,25,N,CA,6071076,35,,20,,303554,e. $5M-10M,19,,Y,N
F0041,2014,2013,26,N,IN,5905196,127,,30,,196840,e. $5M-10M,17,,Y,N
F0032,2014,2013,27,N,NY,5750000,86,,22,,261364,e. $5M-10M,25,,Y,N
F0054,2014,2013,28,N,AR,5589987,600,,15,,372666,e. $5M-10M,11,,Y,N
F0073,2014,2013,29,N,FL,5444837,62,,24,,226868,e. $5M-10M,14,,Y,N
F0027,2014,2013,30,N,MO,5300000,500,,36,,147222,e. $5M-10M,31,,Y,N
F0051,2014,2013,31,N,CA,5255266,40,,26,,202126,e. $5M-10M,22,,Y,N
F0030,2014,2013,32,N,NV,5100000,460,,35,,145714,e. $5M-10M,28,,Y,N
F0049,2014,2013,33,N,TX,5000050,600,,30,,166668,e. $5M-10M,30,,Y,N
F0084,2014,2013,34,N,OH,4894360,340,,36,,135954,d. $3M-5M,24,,Y,N
F0152,2014,2013,35,N,CO,4551000,42,,27,,168556,d. $3M-5M,10,,Y,N
F0067,2014,2013,36,N,CA,4419914,197,,16,,276245,d. $3M-5M,16,,Y,N
F0013,2014,2013,37,N,AL,4216549,100,,22,,191661,d. $3M-5M,14,,Y,N
F0161,2014,2013,38,N,MI,4212380,60,,72,,58505,d. $3M-5M,37,,Y,N
F0046,2014,2013,39,N,TX,4200955,72,,25,,168038,d. $3M-5M,30,,Y,N
F0036,2014,2013,40,N,AZ,4196000,2000,,42,,99905,d. $3M-5M,19,,Y,N
F0149,2014,2013,41,N,FL,4100000,250,,15,,273333,d. $3M-5M,18,,Y,N
F0102,2014,2013,42,N,CA,4065922,55,,23,,176779,d. $3M-5M,23,,Y,N
F0167,2014,2013,43,N,OR,4011961,363,,11,,364724,d. $3M-5M,32,,Y,N
F0028,2014,2013,44,N,TX,3820000,900,,60,,63667,d. $3M-5M,38,,Y,N
F0162,2014,2013,45,N,MO,3716149,52,,14,,265439,d. $3M-5M,6,,Y,N
F0163,2014,2013,46,N,SC,3638000,65,,18,,202111,d. $3M-5M,11,,Y,N
F0180,2014,2013,47,N,OH,3620000,300,,19,,190526,d. $3M-5M,11,,Y,N
F0184,2014,2013,48,N,CO,3600000,70,,20,,180000,d. $3M-5M,26,,Y,N
F0190,2014,2013,49,N,VA,3500000,144,,38,,92105,d. $3M-5M,38,,Y,N
F0021,2014,2013,49,N,?Okla.,3500000,250,,24,,145833,d. $3M-5M,30,,Y,N
F0062,2014,2013,49,N,NJ,3500000,150,,13,,269231,d. $3M-5M,30,,Y,N
F0114,2014,2013,52,N,NV,3489973,48,,14,,249284,d. $3M-5M,12,,Y,N
F0168,2014,2013,53,N,TX,3410319,40,,12,,284193,d. $3M-5M,15,,Y,N
F0035,2014,2013,54,N,?Canada,3400000,1200,,32,,106250,d. $3M-5M,20,,Y,N
F0063,2014,2013,55,N,TX,3392485,21,,9,,376943,d. $3M-5M,28,,Y,N
F0143,2014,2013,56,N,CA,3375970,1700,,25,,135039,d. $3M-5M,18,,Y,N
F0178,2014,2013,57,N,KS,3245000,225,,19,,170789,d. $3M-5M,31,,Y,N
F0056,2014,2013,58,N,TN,3230000,51,,20,,161500,d. $3M-5M,20,,Y,N
F0151,2014,2013,59,N,FL,3055000,772,,16,,190938,d. $3M-5M,13,,Y,N
F0181,2014,2013,60,N,VA,3026819,761,,23,,131601,d. $3M-5M,12,,Y,N
F0070,2014,2013,61,N,IN,3024903,112,,24,,126038,d. $3M-5M,15,,Y,N
F0148,2014,2013,62,N,GA,3007203,140,,17,,176894,d. $3M-5M,19,,Y,N
F0094,2014,2013,63,N,CA,3002756,61,,10,,300276,d. $3M-5M,10,,Y,N
F0185,2014,2013,64,N,CA,3000000,150,,10,,300000,d. $3M-5M,52,,Y,N
F0024,2014,2013,65,N,NY,2985400,130,,22,,135700,c. $2M-3M,21,,Y,N
F0139,2014,2013,66,N,OH,2964405,200,,18,,164689,c. $2M-3M,60,,Y,N
F0113,2014,2013,67,N,NV,2952450,40,,34,,86837,c. $2M-3M,16,,Y,N
F0166,2014,2013,68,N,MA,2895599,104,,10,,289560,c. $2M-3M,18,,Y,N
F0164,2014,2013,69,N,NJ,2820000,650,,16,,176250,c. $2M-3M,35,,Y,N
F0045,2014,2013,70,N,NY,2800000,175,,8,,350000,c. $2M-3M,20,,Y,N
F0082,2014,2013,71,N,IN,2796796,334,,18,,155378,c. $2M-3M,27,,Y,N
F0088,2014,2013,72,N,NJ,2775000,25,,14,,198214,c. $2M-3M,26,,Y,N
F0093,2014,2013,73,N,MA,2681309,45,,12,,223442,c. $2M-3M,12,,Y,N
F0183,2014,2013,74,N,NV,2662500,42,,10,,266250,c. $2M-3M,10,,Y,N
F0112,2014,2013,75,N,IL,2661984,235,,24,,110916,c. $2M-3M,21,,Y,N
F0191,2014,2013,76,N,MI,2625000,104,,15,,175000,c. $2M-3M,6,,Y,N
F0061,2014,2013,77,N,OR,2621900,328,,18,,145661,c. $2M-3M,30,,Y,N
F0111,2014,2013,78,N,CA,2537023,30,,15,,169135,c. $2M-3M,34,,Y,N
F0059,2014,2013,79,N,IL,2500000,800,,18,,138889,c. $2M-3M,19,,Y,N
F0142,2014,2013,80,N,TX,2470366,45,,10,,247037,c. $2M-3M,10,,Y,N
F0177,2014,2013,81,N,UT,2447479,250,,11,,222498,c. $2M-3M,45,,Y,N
F0072,2014,2013,82,N,AZ,2446198,30,,12,,203850,c. $2M-3M,13,,Y,N
F0077,2014,2013,83,N,NY,2407000,165,,18,,133722,c. $2M-3M,77,,Y,N
F0147,2014,2013,84,N,TX,2374560,70,,15,,158304,c. $2M-3M,10,,Y,N
F0079,2014,2013,85,N,FL,2296885,48,,10,,229688,c. $2M-3M,10,,Y,N
F0186,2014,2013,86,N,MD,2217000,200,,12,,184750,c. $2M-3M,4,,Y,N
F0060,2014,2013,87,N,MI,2189025,25,,14,,156359,c. $2M-3M,17,,Y,N
F0192,2014,2013,88,N,CO,2115099,31,,10,,211510,c. $2M-3M,12,,Y,N
F0156,2014,2013,89,N,NY,2112056,33,,28,,75431,c. $2M-3M,13,,Y,N
F0123,2014,2013,90,N,LA,2105120,28,,8,,263140,c. $2M-3M,11,,Y,N
F0078,2014,2013,91,N,CA,2101971,1731,,22,,95544,c. $2M-3M,33,,Y,N
F0118,2014,2013,92,N,AZ,2100000,135,,20,,105000,c. $2M-3M,19,,Y,N
F0193,2014,2013,92,N,CA,2100000,30,,8,,262500,c. $2M-3M,14,,Y,N
F0194,2014,2013,94,N,TX,1985376,300,,12,,165448,b. $1M-2M,14,,Y,N
F0195,2014,2013,95,N,TX,1950500,65,,12,,162542,b. $1M-2M,33,,Y,N
F0196,2014,2013,96,N,FL,1786000,100,,19,,94000,b. $1M-2M,7,,Y,N
F0197,2014,2013,97,N,OR,1780000,600,,9,,197778,b. $1M-2M,34,,Y,N
F0116,2014,2013,98,N,CA,1738000,25,,5,,347600,b. $1M-2M,43,,Y,N
F0198,2014,2013,99,N,LA,1700000,1000,,10,,170000,b. $1M-2M,20,,Y,N
F0128,2014,2013,100,N,TX,1680000,55,,8,,210000,b. $1M-2M,34,,Y,N
F0153,2015,2014,1,N,MN,648990000,114320,,125000,,5192,g. $25M+,,N/A,Y,Y
F0135,2015,2014,2,N,UT,394590000,143124,,7000,,56370,g. $25M+,,N/A,Y,Y
F0131,2015,2014,3,N,FL,128000000,78000,,17500,,7314,g. $25M+,,Up 5%,Y,Y
F0188,2015,2014,4,N,CA,73888068,375,,375,,197035,g. $25M+,,Up 17%,Y,N
F0001,2015,2014,5,N,PA,28994012,26019,,303,,95690,g. $25M+,,Up 7.7%,Y,Y
F0004,2015,2014,6,N,CA,26975700,2175,,72,,374662,g. $25M+,,Up 10%,Y,N
F0003,2015,2014,7,N,NY,26000000,260,,103,,252427,g. $25M+,,Up 15%,Y,N
F0006,2015,2014,8,N,CA,21939873,7500,,175,,125371,f. $10M-25M,,Up 30%,Y,N
F0005,2015,2014,9,N,NY,20058000,120,,64,,313406,f. $10M-25M,,Flat to up slightly,Y,N
F0007,2015,2014,10,N,FL,18200000,655,,100,,182000,f. $10M-25M,,Up 20%,Y,N
F0022,2015,2014,11,N,PA,16000000,2117,,80,,200000,f. $10M-25M,,Up 20%,Y,N
F0002,2015,2014,12,N,TX,15000000,704,,49,,306122,f. $10M-25M,,Up 10%,Y,N
F0145,2015,2014,13,N,FL,13875000,4000,,130,,106731,f. $10M-25M,,Up 35%,Y,N
F0189,2015,2014,14,N,CA,12500000,95,,67,,186567,f. $10M-25M,,Strong,Y,N
F0045,2015,2014,15,N,NY,12000000,175,,10,,1200000,f. $10M-25M,,Up 15%,Y,N
F0037,2015,2014,16,N,?N.H.,11600000,86,,46,,252174,f. $10M-25M,,Up 5%,Y,N
F0141,2015,2014,17,N,FL,11300000,3500,,95,,118947,f. $10M-25M,,Up 30%,Y,N
F0177,2015,2014,18,N,UT,9825000,752,,50,,196500,e. $5M-10M,,Up 10%,Y,N
F0138,2015,2014,19,N,CA,9200000,200,,17,,541176,e. $5M-10M,,Up 100%,Y,N
F0041,2015,2014,20,N,IN,8461988,172,,35,,241771,e. $5M-10M,,Flat,Y,N
F0029,2015,2014,21,N,AZ,8067962,2065,,39,,206871,e. $5M-10M,,Up 7%,Y,N
F0035,2015,2014,22,N,?Canada,8000000,15,,20,,400000,e. $5M-10M,,Down,Y,N
F0199,2015,2014,22,N,PA,8000000,168,,12,,666667,e. $5M-10M,,Up 20%,Y,N
F0025,2015,2014,24,N,NY,7925500,91,,21,,377405,e. $5M-10M,,Up 5%,Y,N
F0065,2015,2014,25,N,IL,7546338,188,,23,,328102,e. $5M-10M,,Up 10%,Y,N
F0034,2015,2014,26,N,CA,6914264,47,,25,,276571,e. $5M-10M,,Up 5%,Y,N
F0030,2015,2014,27,N,NV,6481000,490,,46,,140891,e. $5M-10M,,Up 15%,Y,N
F0149,2015,2014,28,N,FL,6390000,329,,15,,426000,e. $5M-10M,,Up 12%,Y,N
F0176,2015,2014,29,N,VA,6300000,2000,,40,,157500,e. $5M-10M,,Up 10%,Y,N
F0155,2015,2014,30,N,TX,6287541,120,,32,,196486,e. $5M-10M,,Stable,Y,N
F0049,2015,2014,31,N,TX,6277585,620,,30,,209253,e. $5M-10M,,Up 18%,Y,N
F0027,2015,2014,32,N,MO,6100000,500,,37,,164865,e. $5M-10M,,Up 15%,Y,N
F0174,2015,2014,33,N,NE,6000000,4320,,50,,120000,e. $5M-10M,,Up 30%,Y,N
F0054,2015,2014,34,N,AR,5956573,590,,15,,397105,e. $5M-10M,,Up 11%,Y,N
F0015,2015,2014,35,N,MA,5875000,120,,28,,209821,e. $5M-10M,,Up 20%,Y,N
F0168,2015,2014,36,N,TX,5768587,60,,19,,303610,e. $5M-10M,,Up 25%,Y,N
F0051,2015,2014,37,N,CA,5650789,45,,27,,209288,e. $5M-10M,,Up 20%,Y,N
F0156,2015,2014,38,N,NY,5629118,32,,28,,201040,e. $5M-10M,,Up 25%,Y,N
F0013,2015,2014,39,N,AL,5600000,105,,30,,186667,e. $5M-10M,,Up 5%,Y,N
F0190,2015,2014,40,N,VA,5342368,200,,42,,127199,e. $5M-10M,,Up 10%,Y,N
F0067,2015,2014,41,N,CA,5244668,151,,21,,249746,e. $5M-10M,,Up 10%,Y,N
F0161,2015,2014,42,N,MI,5200383,120,,86,,60470,e. $5M-10M,,Up 25%,Y,N
F0063,2015,2014,43,N,TX,5025271,19,,9,,558363,e. $5M-10M,,Up 10%,Y,N
F0118,2015,2014,44,N,AZ,5000000,185,,25,,200000,e. $5M-10M,,Flat,Y,N
F0152,2015,2014,45,N,CO,4963175,69,,27,,183821,d. $3M-5M,,Up 25%,Y,N
F0112,2015,2014,46,N,IL,4706309,325,,34,,138421,d. $3M-5M,,Up 15%,Y,N
F0062,2015,2014,47,N,NJ,4500000,175,,15,,300000,d. $3M-5M,,Up 25%,Y,N
F0200,2015,2014,47,N,FL,4500000,98,,27,,166667,d. $3M-5M,,Up 20%,Y,N
F0160,2015,2014,47,N,VA,4500000,400,,31,,145161,d. $3M-5M,,Flat,Y,N
F0151,2015,2014,50,N,FL,4452000,1049,,21,,212000,d. $3M-5M,,Up 10%,Y,N
F0036,2015,2014,51,N,AZ,4399000,2500,,43,,102302,d. $3M-5M,,Up 15%-20%,Y,N
F0182,2015,2014,52,N,TX,4350000,90,,24,,181250,d. $3M-5M,,Up 10%,Y,N
F0046,2015,2014,53,N,TX,4201795,72,,25,,168072,d. $3M-5M,,Up 10%,Y,N
F0028,2015,2014,54,N,TX,4200000,900,,60,,70000,d. $3M-5M,,Up 5%,Y,N
F0180,2015,2014,55,N,OH,4110000,300,,20,,205500,d. $3M-5M,,Up 33%,Y,N
F0088,2015,2014,56,N,NJ,4100000,22,,13,,315385,d. $3M-5M,,Up 15%,Y,N
F0201,2015,2014,57,N,CO,3800000,30,,8,,475000,d. $3M-5M,,Up 20%,Y,N
F0021,2015,2014,58,N,?Okla.,3795854,250,,24,,158161,d. $3M-5M,,Up,Y,N
F0162,2015,2014,59,N,MO,3773220,68,,14,,269516,d. $3M-5M,,Up 10%,Y,N
F0178,2015,2014,60,N,KS,3620106,205,,22,,164550,d. $3M-5M,,Up 10%,Y,N
F0184,2015,2014,61,N,CO,3600000,100,,24,,150000,d. $3M-5M,,Up 20%,Y,N
F0202,2015,2014,62,N,FL,3525000,100,,18,,195833,d. $3M-5M,,Up 25%,Y,N
F0203,2015,2014,63,N,NC,3503570,940,,22,,159253,d. $3M-5M,,Up 15%,Y,N
F0196,2015,2014,64,N,FL,3496866,115,,17,,205698,d. $3M-5M,,Up 20%,Y,N
F0148,2015,2014,65,N,GA,3316841,160,,22,,150766,d. $3M-5M,,Up 25%,Y,N
F0078,2015,2014,66,N,CA,3315011,1643,,24,,138125,d. $3M-5M,,Up 8%,Y,N
F0204,2015,2014,67,N,FL,3295800,1100,,26,,126762,d. $3M-5M,,Up 25%,Y,N
F0094,2015,2014,68,N,CA,3294844,58,,10,,329484,d. $3M-5M,,Up 15%,Y,N
F0082,2015,2014,69,N,IN,3271906,329,,18,,181773,d. $3M-5M,,Up 10%,Y,N
F0147,2015,2014,70,N,TX,3244702,85,,18,,180261,d. $3M-5M,,Up 15%,Y,N
F0056,2015,2014,71,N,TN,3200000,35,,16,,200000,d. $3M-5M,,Even,Y,N
F0163,2015,2014,72,N,SC,3182000,85,,18,,176778,d. $3M-5M,,Up 10%,Y,N
F0079,2015,2014,73,N,FL,3156161,42,,10,,315616,d. $3M-5M,,Up 27%,Y,N
F0072,2015,2014,74,N,AZ,3112031,40,,12,,259336,d. $3M-5M,,Up 25%,Y,N
F0191,2015,2014,75,N,MI,3094917,110,,17,,182054,d. $3M-5M,,Up 20%,Y,N
F0093,2015,2014,76,N,MA,3071645,40,,12,,255970,d. $3M-5M,,Up 10%,Y,N
F0070,2015,2014,77,N,IN,3034461,98,,23,,131933,d. $3M-5M,,Up 15%,Y,N
F0164,2015,2014,78,N,NJ,3000844,650,,17,,176520,d. $3M-5M,,Up 10%,Y,N
F0205,2015,2014,79,N,TX,3000000,10,,1,,3000000,d. $3M-5M,,Biggest year ever,Y,N
F0114,2015,2014,80,N,NV,2984657,61,,14,,213190,c. $2M-3M,,Up 20%,Y,N
F0181,2015,2014,81,N,VA,2909639,761,,21,,138554,c. $2M-3M,,Up 4%,Y,N
F0166,2015,2014,82,N,MA,2883475,122,,10,,288348,c. $2M-3M,,Up 15%,Y,N
F0195,2015,2014,83,N,TX,2880000,75,,12,,240000,c. $2M-3M,,Up 10%,Y,N
F0193,2015,2014,84,N,CA,2850000,30,,12,,237500,c. $2M-3M,,Up 25%,Y,N
F0206,2015,2014,85,N,PA,2837000,225,,15,,189133,c. $2M-3M,,Up 10%,Y,N
F0207,2015,2014,86,N,MI,2700000,69,,11,,245455,c. $2M-3M,,Up 10%,Y,N
F0061,2015,2014,87,N,OR,2652755,288,,18,,147375,c. $2M-3M,,Up 10%,Y,N
F0060,2015,2014,88,N,MI,2639230,30,,10,,263923,c. $2M-3M,,Growth,Y,N
F0208,2015,2014,89,N,GA,2622415,120,,10,,262242,c. $2M-3M,,Up 25%,Y,N
F0209,2015,2014,90,N,MO,2500000,160,,15,,166667,c. $2M-3M,,Up 100%,Y,N
F0210,2015,2014,90,N,IL,2500000,1500,,12,,208333,c. $2M-3M,,Up 25%,Y,N
F0211,2015,2014,92,N,NY,2440000,110,,12,,203333,c. $2M-3M,,Up 60%,Y,N
F0123,2015,2014,93,N,LA,2434246,131,,10,,243425,c. $2M-3M,,Up 10%,Y,N
F0212,2015,2014,94,N,MA,2400000,125,,5,,480000,c. $2M-3M,,Up 20%,Y,N
F0213,2015,2014,94,N,AR,2400000,125,,12,,200000,c. $2M-3M,,Up 10% -15%,Y,N
F0092,2015,2014,96,N,AZ,2300000,20,,8,,287500,c. $2M-3M,,Up 10%,Y,N
F0214,2015,2014,97,N,FL,2289000,142,,7,,327000,c. $2M-3M,,Up 15%,Y,N
F0115,2015,2014,98,N,WA,2281142,81,,12,,190095,c. $2M-3M,,Up 20%,Y,N
F0215,2015,2014,99,N,OH,2120000,117,,30,,70667,c. $2M-3M,,Up 30%,Y,N
F0187,2015,2014,100,N,AZ,2108198,140,,8,,263525,c. $2M-3M,,Up 20%,Y,N
F0135,2016,2015,1,N,UT,653700000,236562,,4325,,151145,g. $25M+,,Up 10%-20%,Y,Y
F0153,2016,2015,2,N,MN,641500000,113000,,125000,,5132,g. $25M+,,N/A,Y,Y
F0131,2016,2015,3,N,FL,142000000,482000,,17500,,8114,g. $25M+,,Up 2.7%,Y,Y
F0216,2016,2015,4,N,TX,35000000,,,160,,218750,g. $25M+,,Up 20%,Y,N
F0004,2016,2015,5,N,CA,29683270,2396,,76,,390569,g. $25M+,,Up 10%,Y,N
F0001,2016,2015,6,N,PA,29121431,25666,,323,,90159,g. $25M+,,Up 6.78%,Y,Y
F0003,2016,2015,7,N,NY,27300000,290,,103,,265049,g. $25M+,,Up 5%,Y,N
F0006,2016,2015,8,N,CA,25286978,1950,,210,,120414,g. $25M+,,Up 15%,Y,N
F0005,2016,2015,9,N,NY,20758000,123,,72,,288306,f. $10M-25M,,Up 5%,Y,N
F0145,2016,2015,10,N,FL,17717000,6000,,170,,104218,f. $10M-25M,,Up 25%,Y,N
F0007,2016,2015,11,N,FL,14480000,577,,90,,160889,f. $10M-25M,,Up 10%,Y,N
F0141,2016,2015,12,N,FL,13000000,2000,,90,,144444,f. $10M-25M,,Up 10%,Y,N
F0217,2016,2015,13,N,FL,12892000,3340,,95,,135705,f. $10M-25M,,Up 15%,Y,N
F0002,2016,2015,14,N,TX,12500000,962,,40,,312500,f. $10M-25M,,Flat,Y,N
F0189,2016,2015,15,N,CA,12008545,70,,62,,193686,f. $10M-25M,,Up 25%,Y,N
F0037,2016,2015,16,N,?N.H.,11900000,95,,49,,242857,f. $10M-25M,,Up 3%-5%,Y,N
F0138,2016,2015,17,N,CA,11870000,300,,35,,339143,f. $10M-25M,,Up 10%,Y,N
F0017,2016,2015,18,N,WA,11551297,279,,62,,186311,f. $10M-25M,,Down 10%,Y,N
F0177,2016,2015,19,N,UT,10750000,1003,,12,,895833,f. $10M-25M,,Up 25%,Y,N
F0199,2016,2015,20,N,PA,10000000,152,,15,,666667,f. $10M-25M,,Up 10%,Y,N
F0174,2016,2015,20,N,NE,10000000,6320,,64,,156250,f. $10M-25M,,Up 20%,Y,N
F0022,2016,2015,22,N,PA,9800000,1400,,85,,115294,e. $5M-10M,,Up 8%,Y,N
F0029,2016,2015,23,N,AZ,9175138,2505,,42,,218456,e. $5M-10M,,Up 10%,Y,N
F0218,2016,2015,24,N,IL,9000000,48,,49,,183673,e. $5M-10M,,Up 15%,Y,N
F0041,2016,2015,25,N,IN,8847650,156,,43,,205759,e. $5M-10M,,Up 10%,Y,N
F0025,2016,2015,26,N,NY,8820000,102,,22,,400909,e. $5M-10M,,Up 5%,Y,N
F0065,2016,2015,27,N,IL,8265104,255,,20,,413255,e. $5M-10M,,Up 20%,Y,N
F0030,2016,2015,28,N,NV,7500000,440,,46,,163043,e. $5M-10M,,Up 15%,Y,N
F0045,2016,2015,28,N,NY,7500000,60,,15,,500000,e. $5M-10M,,Up 20%,Y,N
F0219,2016,2015,28,N,TX,7500000,124,,36,,208333,e. $5M-10M,,Up 25%,Y,N
F0149,2016,2015,31,N,FL,7015250,250,,15,,467683,e. $5M-10M,,Up 12%,Y,N
F0176,2016,2015,32,N,VA,7000000,2500,,42,,166667,e. $5M-10M,,Up 15%,Y,N
F0155,2016,2015,33,N,TX,6421742,104,,30,,214058,e. $5M-10M,,Up 10%,Y,N
F0027,2016,2015,34,N,MO,6400000,560,,38,,168421,e. $5M-10M,,Up 20%,Y,N
F0054,2016,2015,35,N,AR,6311399,585,,20,,315570,e. $5M-10M,,Up 10%,Y,N
F0067,2016,2015,36,N,CA,6198541,124,,24,,258273,e. $5M-10M,,Up 10%,Y,N
F0034,2016,2015,37,N,CA,6179626,41,,28,,220701,e. $5M-10M,,Up 5%,Y,N
