firm_id,list_year,fiscal_year,rank,tie,state,revenue_usd,residential_installs,commercial_installs,employees,pct_rmr,rev_per_employee_usd,revenue_band,years_in_business,business_outlook,verified_by_publisher,outlier_excluded_from_excl_metrics
F0003,2019,2018,6,N,NY,28000000,290,,112,0.05,250000,g. $25M+,,Up 1%,Y,N
F0005,2019,2018,7,N,NY,20783000,150,,78,0,266449,f. $10M-25M,,Up 6.5%,Y,N
F0177,2019,2018,8,N,UT,20755000,910,,80,0.55,259438,f. $10M-25M,,Up 12%,Y,N
F0174,2019,2018,9,N,NE,20025784,11941,,63,0,317870,f. $10M-25M,,Up 15%,Y,N
F0189,2019,2018,10,N,CA,16460571,90,,80,0.01,205757,f. $10M-25M,,Up 5%,Y,N
F0010,2019,2018,10,N,NY,15820502,280,,49,0.01,322867,f. $10M-25M,,Up 5%,Y,N
F0065,2019,2018,11,N,IL,15262122,155,,36,0.01,423948,f. $10M-25M,,Up 20%,Y,N
F0037,2019,2018,12,N,?N.H.,14400000,92,,50,0.01,288000,f. $10M-25M,,Up 5%,Y,N
F0259,2019,2018,13,N,TX,12775500,900,,98,0.0001,130362,f. $10M-25M,,Up 10%,Y,N
F0125,2019,2018,14,N,CA,12433543,5500,,89,0.02,139703,f. $10M-25M,,Down 20%,Y,N
F0022,2019,2018,15,N,PA,11730000,1563,,100,0,117300,f. $10M-25M,,Flat,Y,N
F0029,2019,2018,16,N,AZ,11387304,3234,,52,0.06,218987,f. $10M-25M,,Up 2.5%,Y,N
F0041,2019,2018,17,N,IN,11004418,208,,42,0,262010,f. $10M-25M,,Up 10%,Y,N
F0249,2019,2018,18,N,TX,10229500,60,,47,0.03,217649,f. $10M-25M,,Up 20%,Y,N
F0155,2019,2018,19,N,TX,10204867,42,,28,0.05,364460,f. $10M-25M,,Up 30%,Y,N
F0149,2019,2018,20,N,FL,9631710,612,,62,0.1,155350,e. $5M-10M,,Up 15%,Y,N
F0007,2019,2018,21,N,FL,9450000,300,,70,0.2,135000,e. $5M-10M,,Up 10%,Y,N
F0025,2019,2018,22,N,NY,9000000,95,,24,0,375000,e. $5M-10M,,Up 5%,Y,N
F0176,2019,2018,23,N,VA,8985000,2025,,50,0.33,179700,e. $5M-10M,,Up 10%,Y,N
F0051,2019,2018,24,N,CA,8584453,98,,37,0.07,232012,e. $5M-10M,,Up 10%,Y,N
F0112,2019,2018,25,N,IL,8530924,722,,54,0.1,157980,e. $5M-10M,,Up 5%,Y,N
F0013,2019,2018,26,N,AL,8503773,200,,40,0.05,212594,e. $5M-10M,,Up 10%,Y,N
F0246,2019,2018,27,N,NY,8150000,50,,42,0.0001,194048,e. $5M-10M,,Up 5%,Y,N
F0151,2019,2018,28,N,FL,8015000,2233,,33,0.07,242879,e. $5M-10M,,Up 7%,Y,N
F0219,2019,2018,29,N,TX,7600000,50,,22,0.0001,345455,e. $5M-10M,,Up 10%,Y,N
F0239,2019,2018,30,N,NE,7250000,58,,29,0,250000,e. $5M-10M,,Up 5%,Y,N
F0113,2019,2018,31,N,NV,7200000,60,,60,0.03,120000,e. $5M-10M,,Up 5%,Y,N
F0200,2019,2018,32,N,FL,7100000,92,,30,0,236667,e. $5M-10M,,Up 10%,Y,N
F0054,2019,2018,33,N,?Jonesboro,6805333,400,,28,0.01,243048,e. $5M-10M,,Up 15%,Y,N
F0247,2019,2018,34,N,FL,6600000,30,,30,0.02,220000,e. $5M-10M,,Up 5%,Y,N
F0032,2019,2018,35,N,NY,6500000,87,,23,0,282609,e. $5M-10M,,Up 28%,Y,N
F0034,2019,2018,36,N,CA,6469701,42,,32,0.01,202178,e. $5M-10M,,Up 10%,Y,N
F0202,2019,2018,37,N,FL,6300000,150,,28,0.05,225000,e. $5M-10M,,Down 20%,Y,N
F0235,2019,2018,38,N,CA,6076028,3400,,52,0.1,116847,e. $5M-10M,,Up 20%,Y,N
F0163,2019,2018,39,N,SC,5828350,145,,25,0.05,233134,e. $5M-10M,,Up 5%,Y,N
F0027,2019,2018,40,N,MO,5740000,590,,41,0.03,140000,e. $5M-10M,,Up 15%,Y,N
F0067,2019,2018,41,N,CA,5703593,149,,21,0.01,271600,e. $5M-10M,,Up 15%,Y,N
F0179,2019,2018,42,Y,TX,5700000,200,,20,0.05,285000,e. $5M-10M,,Up 10%,Y,N
F0260,2019,2018,42,Y,AZ,5700000,35,,30,0.02,190000,e. $5M-10M,,Up 10%,Y,N
F0049,2019,2018,44,Y,TX,5600000,394,,24,0.02,233333,e. $5M-10M,,Flat,Y,N
F0109,2019,2018,44,Y,TX,5600000,500,,35,0.4,160000,e. $5M-10M,,Up 20%,Y,N
F0115,2019,2018,46,N,WA,5544000,167,,22,0.02,252000,e. $5M-10M,,Up 10%,Y,N
F0156,2019,2018,47,N,NY,5439604,79,,33,0.13,164836,e. $5M-10M,,Up 20%,Y,N
F0152,2019,2018,48,N,CO,5435669,32,,32,0.04,169865,e. $5M-10M,,Up 15%,Y,N
F0102,2019,2018,49,N,CA,5377021,92,,25,0,215081,e. $5M-10M,,Up 15%,Y,N
F0248,2019,2018,50,N,NY,5298564,615,,25,0,211943,e. $5M-10M,,Up 5%,Y,N
F0229,2019,2018,51,N,TX,5283854,44,,21,0,251612,e. $5M-10M,,Up 10%,Y,N
F0204,2019,2018,52,N,FL,5031496,1100,,40,0.12,125787,e. $5M-10M,,Up 10%,Y,N
F0250,2019,2018,53,N,CA,5021869,23,,19,0,264309,e. $5M-10M,,Up 20%,Y,N
F0261,2019,2018,54,N,CA,4900000,90,,8,0,612500,d. $3M-5M,,Up 50%,Y,N
F0255,2019,2018,55,N,NY,4875076,72,,23,0,211960,d. $3M-5M,,Up 20%,Y,N
F0240,2019,2018,56,N,AZ,4800000,500,,29,0.02,165517,d. $3M-5M,,Up 10%,Y,N
F0208,2019,2018,57,N,GA,4700000,100,,16,0.25,293750,d. $3M-5M,,Up 10%,Y,N
F0232,2019,2018,58,N,CO,4658035,75,,21,0.0001,221811,d. $3M-5M,,Up 10%,Y,N
F0100,2019,2018,59,N,VA,4632788,1642,,21,0.19,220609,d. $3M-5M,,Up 10%,Y,N
F0252,2019,2018,60,N,CA,4603000,1700,,16,0.02,287688,d. $3M-5M,,Up 15%,Y,N
F0076,2019,2018,61,N,CA,4530642,1500,,20,0.2,226532,d. $3M-5M,,Flat,Y,N
F0028,2019,2018,62,N,TX,4524000,1300,,50,0,90480,d. $3M-5M,,Up 5%,Y,N
F0045,2019,2018,63,N,NY,4500000,54,,10,0,450000,d. $3M-5M,,Up 10%,Y,N
F0162,2019,2018,64,N,MO,4200798,87,,18,0,233378,d. $3M-5M,,Up 10%,Y,N
F0251,2019,2018,65,N,NC,4199946,156,,28,0.05,149998,d. $3M-5M,,Up 10%,Y,N
F0088,2019,2018,66,N,NJ,4185000,35,,13,0.22,321923,d. $3M-5M,,Up 10%,Y,N
F0123,2019,2018,67,N,LA,3983255,165,,14,0.0001,284518,d. $3M-5M,,Up 10%,Y,N
F0166,2019,2018,68,N,MA,3891922,196,,17,0.05,228937,d. $3M-5M,,Up 13%,Y,N
F0147,2019,2018,69,N,TX,3817253,61,,20,0.1,190863,d. $3M-5M,,Up,Y,N
F0187,2019,2018,70,N,AZ,3815463,103,,11,0.0001,346860,d. $3M-5M,,Up 25%,Y,N
F0262,2019,2018,71,N,TX,3800000,90,,17,0.03,223529,d. $3M-5M,,Up 11%,Y,N
F0070,2019,2018,72,N,IN,3780082,84,,23,0.31,164351,d. $3M-5M,,Up 10%,Y,N
F0139,2019,2018,73,N,OH,3750000,200,,20,0.02,187500,d. $3M-5M,,Up 12.5%,Y,N
F0078,2019,2018,74,N,CA,3727474,2377,,27,0.1214,138055,d. $3M-5M,,Up 10%,Y,N
F0181,2019,2018,75,N,VA,3589028,1013,,23,0.05,156045,d. $3M-5M,,Up 5%,Y,N
F0243,2019,2018,76,N,IN,3560959,630,,10,0.0003,356096,d. $3M-5M,,Flat,Y,N
F0206,2019,2018,77,N,PA,3527437,387,,16,0,220465,d. $3M-5M,,Flat,Y,N
F0190,2019,2018,78,N,VA,3501591,180,,49,0.01,71461,d. $3M-5M,,Flat,Y,N
F0257,2019,2018,79,N,MN,3500000,125,,16,0.05,218750,d. $3M-5M,,Up 20%,Y,N
F0178,2019,2018,80,N,KS,3496368,194,,18,0,194243,d. $3M-5M,,Up 15%,Y,N
F0072,2019,2018,81,N,AZ,3289529,50,,16,0.05,205596,d. $3M-5M,,Flat,Y,N
F0191,2019,2018,82,N,MI,3262970,80,,17,0,191939,d. $3M-5M,,Up 15%,Y,N
F0111,2019,2018,83,N,CA,3250000,50,,15,0.0002,216667,d. $3M-5M,,Up 20%,Y,N
F0263,2019,2018,84,N,NC,3200000,450,,22,0.3,145455,d. $3M-5M,,Up 5%,Y,N
F0061,2019,2018,85,N,OR,3195000,246,,19,0.1,168158,d. $3M-5M,,Flat,Y,N
F0264,2019,2018,86,N,TN,3186080,110,,12,0.05,265507,d. $3M-5M,,Up 30%,Y,N
F0254,2019,2018,87,N,MT,3160000,45,,20,0.0001,158000,d. $3M-5M,,Up 20%,Y,N
F0256,2019,2018,88,N,NC,3159499,40,,16,0.05,197469,d. $3M-5M,,Up 100%,Y,N
F0079,2019,2018,89,N,FL,3102000,30,,18,0.04,172333,d. $3M-5M,,Up 25%,Y,N
F0265,2019,2018,90,N,GA,3100000,150,,12,0.0002,258333,d. $3M-5M,,Up 16%,Y,N
F0082,2019,2018,91,N,IN,3096188,247,,18,0.05,172010,d. $3M-5M,,Up 8%,Y,N
F0266,2019,2018,92,N,NY,3000000,150,,14,0,214286,d. $3M-5M,,Up 25%,Y,N
F0258,2019,2018,93,N,NY,2970000,1913,,15,0,198000,c. $2M-3M,,Up 25%,Y,N
F0245,2019,2018,94,N,CA,2919090,180,,14,0.0001,208506,c. $2M-3M,,Flat,Y,N
F0214,2019,2018,95,N,FL,2900000,97,,12,0.16,241667,c. $2M-3M,,Up 10%,Y,N
F0164,2019,2018,96,N,NJ,2885804,650,,17,0,169753,c. $2M-3M,,Up 10%,Y,N
F0056,2019,2018,97,N,TN,2880000,48,,16,0.06,180000,c. $2M-3M,,Up 10%,Y,N
F0267,2019,2018,98,N,PA,2878568,100,,9,0.005,319841,c. $2M-3M,,Up 7.5%,Y,N
F0268,2019,2018,99,N,CA,2870000,30,,14,0,205000,c. $2M-3M,,Up 10%,Y,N
F0236,2019,2018,100,N,FL,2840272,215,,17,0.01,167075,c. $2M-3M,,Up 50%,Y,N
F0135,2020,2019,1,N,UT,1156000000,306000,10000,10000,0.92,115600,g. $25M+,21,,,Y
F0001,2020,2019,2,N,PA,210434426,30070,3772,988,0.77,212990,g. $25M+,69,,,Y
F0269,2020,2019,3,N,AZ,154509383,75,4852,350,0.05,441455,g. $25M+,29,,,Y
F0004,2020,2019,4,N,CA,118679000,2175,80,94,0,1262543,g. $25M+,39,,,N
F0101,2020,2019,5,N,IL,68000000,13500,350,130,0.03,523077,g. $25M+,84,,,N
F0270,2020,2019,6,N,KS,61309000,1500,100,300,0.07,204363,g. $25M+,1,,,N
F0221,2020,2019,7,N,IL,52000000,300,1250,205,0.07,253659,g. $25M+,3,,,N
F0022,2020,2019,8,N,PA,49000000,1620,2,92,0,532609,g. $25M+,41,,,N
F0006,2020,2019,9,N,CA,37420006,12000,400,275,0.01,136073,g. $25M+,21,,,N
F0003,2020,2019,10,N,NY,28500000,310,40,92,0.07,309783,g. $25M+,44,,,N
F0177,2020,2019,11,N,UT,22056000,910,1913,80,0.55,275700,f. $10M-25M,48,,,N
F0005,2020,2019,12,N,NY,21995000,150,0,84,0,261845,f. $10M-25M,43,,,N
F0174,2020,2019,13,N,NE,21867679,11310,474,63,0,347106,f. $10M-25M,83,,,N
F0220,2020,2019,14,N,MA,20100000,96,5,60,0,335000,f. $10M-25M,17,,,N
F0189,2020,2019,15,N,CA,18351166,90,7,80,0.01,229390,f. $10M-25M,30,,,N
F0010,2020,2019,16,N,NY,15646119,250,2,50,0.02,312922,f. $10M-25M,38,,,N
F0259,2020,2019,17,N,TX,13500000,1200,30,105,0.05,128571,f. $10M-25M,37,,,N
F0029,2020,2019,18,N,AZ,12954686,3216,10,52,0.06,249129,f. $10M-25M,20,,,N
F0112,2020,2019,19,N,IL,11367727,764,112,56,0.1,202995,f. $10M-25M,27,,,N
F0149,2020,2019,20,N,FL,10897000,375,30,62,0.15,175758,f. $10M-25M,25,,,N
F0155,2020,2019,21,N,TX,10467328,392,6,42,0.05,249222,f. $10M-25M,17,,,N
F0041,2020,2019,22,N,IN,10420731,282,21,42,0,248113,f. $10M-25M,23,,,N
F0176,2020,2019,23,N,VA,10380000,2175,175,65,0.31,159692,f. $10M-25M,18,,,N
F0125,2020,2019,24,N,CA,10274843,5500,1,77,0.02,133440,f. $10M-25M,12,,,N
F0249,2020,2019,25,N,TX,9957026,137,97,48,0.04,207438,e. $5M-10M,7,,,N
F0025,2020,2019,26,N,NY,9900000,102,0,20,0,495000,e. $5M-10M,33,,,N
F0007,2020,2019,27,N,FL,9800000,300,0,51,0,192157,e. $5M-10M,33,,,N
F0271,2020,2019,28,N,UT,9600000,121,5,61,0.05,157377,e. $5M-10M,16,,,N
F0246,2020,2019,29,N,NY,9125000,50,40,40,0.01,228125,e. $5M-10M,9,,,N
F0034,2020,2019,30,N,CA,8903816,56,5,40,0.01,222595,e. $5M-10M,26,,,N
F0151,2020,2019,31,N,FL,8796000,2567,25,41,0.08,214537,e. $5M-10M,19,,,N
F0028,2020,2019,32,N,TX,8100000,1300,30,50,0.01,162000,e. $5M-10M,44,,,N
F0272,2020,2019,33,N,CA,7800000,150,4,32,0.2,243750,e. $5M-10M,12,,,N
F0235,2020,2019,34,N,CA,7798465,3200,0,49,0.1,159152,e. $5M-10M,7,,,N
F0202,2020,2019,35,N,FL,7600000,150,15,30,0.05,253333,e. $5M-10M,14,,,N
F0156,2020,2019,36,N,NY,7548954,61,150,33,0.16,228756,e. $5M-10M,19,,,N
F0200,2020,2019,37,N,FL,7480000,95,8,33,0.01,226667,e. $5M-10M,15,,,N
F0273,2020,2019,38,N,TN,7461322,700,32,23,0.01,324405,e. $5M-10M,43,,,N
F0051,2020,2019,39,N,CA,7206835,87,4,40,0.1,180171,e. $5M-10M,28,,,N
F0113,2020,2019,40,N,NV,7200000,60,15,60,0.03,120000,e. $5M-10M,21,,,N
F0054,2020,2019,41,N,AR,7173248,400,5,27,0.01,265676,e. $5M-10M,17,,,N
F0168,2020,2019,42,N,TX,7000000,60,25,15,0.25,466667,e. $5M-10M,21,,,N
F0163,2020,2019,43,N,SC,6645695,192,104,32,0.04,207678,e. $5M-10M,17,,,N
F0152,2020,2019,44,N,CO,6588604,68,151,34,0.05,193782,e. $5M-10M,16,,,N
F0032,2020,2019,45,N,NY,6500000,87,2,24,0,270833,e. $5M-10M,32,,,N
F0067,2020,2019,46,N,CA,6385733,135,6,22,0,290261,e. $5M-10M,22,,,N
F0274,2020,2019,47,N,VA,6164099,1300,10,35,0.03,176117,e. $5M-10M,26,,,N
F0260,2020,2019,48,N,AZ,6000000,35,20,25,0.05,240000,e. $5M-10M,16,,,N
F0275,2020,2019,49,N,NC,5971678,41,47,20,0.11,298584,e. $5M-10M,12,,,N
F0240,2020,2019,50,N,AZ,5800000,188,10,30,0.02,193333,e. $5M-10M,9,,,N
F0255,2020,2019,51,N,NY,5702758,93,3,21,0,271560,e. $5M-10M,17,,,N
F0248,2020,2019,52,N,NY,5653010,690,5,25,0,226120,e. $5M-10M,45,,,N
F0276,2020,2019,53,N,CA,5500000,20,2,12,0,458333,e. $5M-10M,16,,,N
F0204,2020,2019,54,N,FL,5432498,1300,10,45,0.15,120722,e. $5M-10M,18,,,N
F0109,2020,2019,55,N,TX,5400000,500,200,35,0.4,154286,e. $5M-10M,32,,,N
F0161,2020,2019,56,N,MI,5378563,120,6,18,0,298809,e. $5M-10M,45,,,N
F0162,2020,2019,57,N,MO,5352346,78,10,18,0,297353,e. $5M-10M,12,,,N
F0251,2020,2019,58,N,NC,5349711,178,63,33,0.06,162112,e. $5M-10M,44,,,N
F0049,2020,2019,59,N,TX,5300000,300,6,22,0.02,240909,e. $5M-10M,30,,,N
F0232,2020,2019,60,N,CO,5199024,55,5,20,0,259951,e. $5M-10M,16,,,N
F0277,2020,2019,61,N,AZ,5123192,150,15,22,0,232872,e. $5M-10M,15,,,N
F0187,2020,2019,62,N,AZ,5037003,120,0,16,0.01,314813,e. $5M-10M,15,,,N
F0190,2020,2019,63,N,VA,5005523,170,35,44,0.03,113762,e. $5M-10M,45,,,N
F0115,2020,2019,64,N,WA,5000000,147,41,25,0.03,200000,e. $5M-10M,14,,,N
F0223,2020,2019,65,N,OR,4900000,400,80,26,0.02,188462,d. $3M-5M,39,,,N
F0196,2020,2019,66,N,FL,4880000,56,5,30,0.01,162667,d. $3M-5M,13,,,N
F0250,2020,2019,67,N,CA,4783844,27,0,19,0,251781,d. $3M-5M,7,,,N
F0070,2020,2019,68,N,IN,4417377,108,12,23,0.18,192060,d. $3M-5M,20,,,N
F0278,2020,2019,69,N,TX,4315308,23,2,16,0.02,269707,d. $3M-5M,5,,,N
F0208,2020,2019,70,N,GA,4300000,100,8,15,0.25,286667,d. $3M-5M,14,,,N
F0252,2020,2019,71,N,CA,4172000,1880,80,18,0.02,231778,d. $3M-5M,6,,,N
F0166,2020,2019,72,N,MA,4136847,210,60,18,0.05,229825,d. $3M-5M,22,,,N
F0100,2020,2019,73,N,VA,4113717,1383,8,19,0.23,216511,d. $3M-5M,20,,,N
F0244,2020,2019,74,N,OR,4090843,31,15,20,0.01,204542,d. $3M-5M,8,,,N
F0279,2020,2019,75,N,UT,4082472,75,5,11,0,371134,d. $3M-5M,6,,,N
F0266,2020,2019,76,Y,NY,4000000,210,8,17,0,235294,d. $3M-5M,5,,,N
F0231,2020,2019,76,Y,NY,4000000,60,5,19,0.02,210526,d. $3M-5M,12,,,N
F0123,2020,2019,78,N,LA,3983255,165,10,14,0.01,284518,d. $3M-5M,15,,,N
F0147,2020,2019,79,N,TX,3817253,71,6,22,0.1,173512,d. $3M-5M,16,,,N
F0139,2020,2019,80,N,OH,3800000,200,35,20,0.02,190000,d. $3M-5M,66,,,N
F0181,2020,2019,81,N,VA,3776933,1049,380,23,0.05,164214,d. $3M-5M,18,,,N
F0088,2020,2019,82,N,NJ,3735000,39,28,14,0.2,266786,d. $3M-5M,33,,,N
F0280,2020,2019,83,N,FL,3715000,130,5,21,0.02,176905,d. $3M-5M,19,,,N
F0281,2020,2019,84,N,CA,3552442,340,10,16,0.01,222028,d. $3M-5M,20,,,N
F0267,2020,2019,85,N,PA,3538909,115,10,11,0.01,321719,d. $3M-5M,17,,,N
F0090,2020,2019,86,N,PA,3536844,360,22,18,0.32,196491,d. $3M-5M,38,,,N
F0206,2020,2019,87,N,PA,3527437,406,150,16,0,220465,d. $3M-5M,72,,,N
F0079,2020,2019,88,N,FL,3520000,35,3,18,0.05,195556,d. $3M-5M,16,,,N
F0282,2020,2019,89,N,CA,3514000,10,0,9,0.01,390444,d. $3M-5M,31,,,N
F0243,2020,2019,90,N,IN,3451000,630,55,10,0.01,345100,d. $3M-5M,21,,,N
F0263,2020,2019,91,N,NC,3310000,520,54,22,0.3,150455,d. $3M-5M,2,,,N
F0111,2020,2019,92,N,CA,3250000,45,5,15,0.02,216667,d. $3M-5M,39,,,N
F0257,2020,2019,93,N,MN,3205960,125,60,16,0.05,200372,d. $3M-5M,9,,,N
F0283,2020,2019,94,N,NC,3169278,51,2,11,0.03,288116,d. $3M-5M,12,,,N
F0078,2020,2019,95,N,CA,3116463,2049,53,25,0.14,124659,d. $3M-5M,39,,,N
F0191,2020,2019,96,N,MI,3106597,70,0,18,0,172589,d. $3M-5M,12,,,N
F0284,2020,2019,97,N,TX,3093884,225,27,14,0.03,220992,d. $3M-5M,1,,,N
F0254,2020,2019,98,N,MT,3031427,45,16,18,0.01,168413,d. $3M-5M,20,,,N
F0061,2020,2019,99,N,OR,3028404,232,28,18,0.1,168245,d. $3M-5M,36,,,N
F0214,2020,2019,100,N,FL,3000000,78,0,14,0.08,214286,d. $3M-5M,20,,,N
F0131,2021,2020,1,N,FL,5315000000,,,20000,0.79,265750,g. $25M+,146,,,Y
F0135,2021,2020,2,N,UT,1260730000,338626,4808,10000,0.92,126073,g. $25M+,22,,,Y
F0001,2021,2020,3,N,PA,172589229,21806,3574,701,0.84,246204,g. $25M+,70,,,Y
F0269,2021,2020,4,N,AZ,141299290,84,3886,350,0.05,403712,g. $25M+,30,,,Y
F0004,2021,2020,5,N,CA,123526000,1985,65,94,0,1314106,g. $25M+,40,,,N
F0101,2021,2020,6,N,IL,78000000,15000,375,140,0.03,557143,g. $25M+,85,,,N
F0270,2021,2020,7,N,KS,65205000,1500,100,400,0.15,163012,g. $25M+,2,,,N
F0022,2021,2020,8,N,PA,50341000,1821,2,92,0,547185,g. $25M+,42,,,N
F0221,2021,2020,9,N,IL,42140000,711,348,185,0.06,227784,g. $25M+,4,,,N
F0006,2021,2020,10,N,CA,41542811,12000,400,280,0.07,148367,g. $25M+,22,,,N
F0177,2021,2020,11,N,UT,23065000,1780,2649,180,0.55,128139,f. $10M-25M,50,,,N
F0003,2021,2020,12,N,NY,21250000,265,25,82,0.1,259146,f. $10M-25M,45,,,N
F0174,2021,2020,13,N,NE,19936314,10165,325,62,0,321553,f. $10M-25M,84,,,N
F0259,2021,2020,14,N,TX,18000000,1200,30,125,0.01,144000,f. $10M-25M,37,,,N
F0010,2021,2020,15,N,NY,16059046,250,0,49,0.03,327736,f. $10M-25M,39,,,N
F0029,2021,2020,16,N,AZ,13003527,3314,2,63,0.07,206405,f. $10M-25M,21,,,N
F0285,2021,2020,17,N,UT,12944212,20,200,25,0.01,517768,f. $10M-25M,68,,,N
F0041,2021,2020,18,N,IN,11772622,296,11,48,0,245263,f. $10M-25M,24,,,N
F0176,2021,2020,19,N,VA,11020000,2297,200,72,0.32,153056,f. $10M-25M,19,,,N
F0149,2021,2020,20,N,FL,11010000,300,55,54,0.1,203889,f. $10M-25M,26,,,N
F0007,2021,2020,21,N,FL,10700000,350,6,52,0,205769,f. $10M-25M,34,,,N
F0151,2021,2020,22,N,FL,10039000,2567,10,45,0.08,223089,f. $10M-25M,20,,,N
F0249,2021,2020,23,N,TX,9705086,94,101,42,0.02,231073,e. $5M-10M,8,,,N
F0112,2021,2020,24,N,IL,9673591,1022,209,56,0.1,172743,e. $5M-10M,28,,,N
F0271,2021,2020,25,N,UT,9600000,157,6,92,0.05,104348,e. $5M-10M,17,,,N
F0025,2021,2020,26,N,NY,9200000,98,0,20,0,460000,e. $5M-10M,34,,,N
F0273,2021,2020,27,N,TN,9097726,1000,27,26,0.01,349913,e. $5M-10M,44,,,N
F0054,2021,2020,28,N,AR,8789648,313,5,27,0.01,325543,e. $5M-10M,18,,,N
F0125,2021,2020,29,N,CA,8668698,5500,1,77,0.02,112580,e. $5M-10M,12,,,N
F0235,2021,2020,30,N,CA,8512514,3000,0,50,0.1,170250,e. $5M-10M,8,,,N
F0034,2021,2020,31,N,CA,8505690,62,3,50,0.01,170114,e. $5M-10M,27,,,N
F0202,2021,2020,32,N,FL,8500000,175,20,40,0.05,212500,e. $5M-10M,15,,,N
F0200,2021,2020,33,Y,FL,8100000,95,8,35,0.01,231429,e. $5M-10M,15,,,N
F0272,2021,2020,33,Y,CA,8100000,150,10,45,0.1,180000,e. $5M-10M,13,,,N
F0028,2021,2020,35,N,TX,8000000,1100,20,43,0.01,186047,e. $5M-10M,45,,,N
F0113,2021,2020,36,N,NV,7900000,60,15,63,0.01,125397,e. $5M-10M,23,,,N
F0051,2021,2020,37,N,CA,7086914,70,5,43,0.11,164812,e. $5M-10M,29,,,N
F0163,2021,2020,38,N,SC,7000000,192,84,34,0.04,205882,e. $5M-10M,18,,,N
F0152,2021,2020,39,N,CO,6821596,76,162,28,0.06,243628,e. $5M-10M,17,,,N
F0067,2021,2020,40,N,CA,6728225,194,7,20,0,336411,e. $5M-10M,23,,,N
F0277,2021,2020,41,N,AZ,6605961,180,15,27,0,244665,e. $5M-10M,16,,,N
F0168,2021,2020,42,N,TX,6500000,60,25,15,0.15,433333,e. $5M-10M,21,,,N
F0155,2021,2020,43,N,TX,6332589,87,8,25,0.05,253304,e. $5M-10M,18,,,N
F0275,2021,2020,44,N,NC,6305117,60,51,25,0.11,252205,e. $5M-10M,13,,,N
F0286,2021,2020,45,N,CA,6200000,300,15,24,0.01,258333,e. $5M-10M,44,,,N
F0287,2021,2020,46,N,AR,6000000,2000,25,47,0.05,127660,e. $5M-10M,13,,,N
F0255,2021,2020,47,N,NY,5973387,84,3,17,0,351376,e. $5M-10M,18,,,N
F0204,2021,2020,48,N,FL,5958360,1450,10,45,0.15,132408,e. $5M-10M,19,,,N
F0288,2021,2020,49,N,CA,5900000,80,4,27,0,218519,e. $5M-10M,32,,,N
F0289,2021,2020,50,N,FL,5750000,700,150,30,0.3,191667,e. $5M-10M,20,,,N
F0274,2021,2020,51,N,VA,5710922,761,5,43,0.03,132812,e. $5M-10M,27,,,N
F0032,2021,2020,52,N,NY,5600000,87,2,24,0,233333,e. $5M-10M,32,,,N
F0251,2021,2020,53,N,NC,5600000,208,65,32,0.06,175000,e. $5M-10M,45,,,N
F0232,2021,2020,54,N,CO,5584024,58,6,23,0,242784,e. $5M-10M,17,,,N
F0115,2021,2020,55,N,WA,5500000,108,37,25,0.03,220000,e. $5M-10M,15,,,N
F0240,2021,2020,56,Y,AZ,5400000,150,10,25,0.02,216000,e. $5M-10M,10,,,N
F0109,2021,2020,56,Y,TX,5400000,500,200,35,0.4,154286,e. $5M-10M,33,,,N
F0049,2021,2020,58,Y,TX,5300000,300,2,22,0,240909,e. $5M-10M,30,,,N
F0223,2021,2020,58,Y,OR,5300000,400,80,25,0.02,212000,e. $5M-10M,40,,,N
F0248,2021,2020,60,N,NY,5163027,990,5,23,0,224479,e. $5M-10M,46,,,N
F0244,2021,2020,61,N,OR,5129832,52,10,30,0.01,170994,e. $5M-10M,10,,,N
F0190,2021,2020,62,N,VA,5022709,160,35,44,0.03,114152,e. $5M-10M,46,,,N
F0250,2021,2020,63,N,CA,4900791,24,0,19,0,257936,d. $3M-5M,8,,,N
F0246,2021,2020,64,N,NY,4850000,20,15,20,0.08,242500,d. $3M-5M,10,,,N
F0267,2021,2020,65,N,PA,4770855,100,6,11,0.01,433714,d. $3M-5M,18,,,N
F0181,2021,2020,66,N,VA,4716779,1170,295,23,0.05,205077,d. $3M-5M,19,,,N
F0279,2021,2020,67,N,UT,4623593,95,5,14,0,330257,d. $3M-5M,7,,,N
F0280,2021,2020,68,N,FL,4503000,130,5,22,0.02,204682,d. $3M-5M,20,,,N
F0252,2021,2020,69,N,CA,4316319,606,89,22,0.03,196196,d. $3M-5M,7,,,N
F0278,2021,2020,70,N,TX,4274193,18,1,22,0.02,194282,d. $3M-5M,6,,,N
F0123,2021,2020,71,Y,LA,4250000,395,35,16,0,265625,d. $3M-5M,19,,,N
F0266,2021,2020,71,Y,NY,4250000,210,10,17,0,250000,d. $3M-5M,6,,,N
F0206,2021,2020,73,N,PA,4243585,300,100,16,0,265224,d. $3M-5M,73,,,N
F0088,2021,2020,74,N,NJ,4193000,35,43,15,0.15,279533,d. $3M-5M,34,,,N
F0166,2021,2020,75,N,MA,4172087,208,60,18,0.05,231783,d. $3M-5M,23,,,N
F0147,2021,2020,76,N,TX,4133124,76,5,22,0.01,187869,d. $3M-5M,17,,,N
F0281,2021,2020,77,N,CA,4113212,350,12,20,0.02,205661,d. $3M-5M,21,,,N
F0208,2021,2020,78,N,GA,4100000,110,10,16,0.2,256250,d. $3M-5M,15,,,N
